,id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,release_date
376891,643tisZvpMUDXlfjZQJxm2,Folorn,Forlorn,16Sh2SBxDmYll78kbIHlfs,['Mindrot'],['6atbUKyH9OR5NAmD78asaf'],1,1,False,0.236,0.674,5,-12.767,1,0.0862,0.0113,0.7190000000000001,0.0985,0.0479,101.56,534293,1995,1995-07-25
703871,7hRfuf6gEnA5PY1Ehi3YCo,"Messiah: Part the Second: No. 30 Air: Behold, and see if there be any sorrow",Händel: Messiah,2gLavFesDObvm7GhaQk1jp,"['George Frideric Handel', 'Robert Shaw', 'Judith Raskin', 'Florence Kopleff', 'Richard Lewis', 'Thomas Paul', 'Robert Conant', 'Robert Arnold']","['1QL7yTHrdahRMpvNtn6rI2', '24K3MJ131xjKnqDf87M3Qm', '4PbezfF5bsg6DaYcoWTkxC', '5Yw9ley1sU3ieA72tzNAtf', '2jGyU2e4Ge4dG6vszRG0WT', '3XzDBzF7ro90oEzVsNV7Sp', '3HFDB9kLRC4LjmSM2jMwOY', '0KApW2rZ7ID4gpR9xDD20P']",7,2,False,0.11,0.0969999999999999,7,-28.655,1,0.0524,0.774,6.55e-05,0.267,0.0391,88.654,124573,2004,2004-10-01
371229,1sQfCW91t4QIf4HytVzPIZ,Hold On,Rainwater (Single),3bYgFEDQwYec4ROq6EWQY5,"['Suryanto, Astrid']",['1ohnG10hBjMZALKRHbrgiv'],8,1,False,0.391,0.308,4,-8.618,0,0.0278,0.898,0.0686,0.1119999999999999,0.129,92.73,266413,2005,2005-10-31
274482,05yso7TrKrSVjLJmKmIer5,The Place We Began,Adams: The Place We Began,7qMwCExAqO7m2r2WJb0aSs,['John Luther Adams'],['2Aoyn1J7INkcUzoWzyP8yB'],4,1,False,0.193,0.0745,7,-24.761,0,0.0339,0.968,0.762,0.183,0.0274,69.21600000000001,495320,2009,2009-05-01
1081539,0ReIrkzuIqmRd61wKEq6qu,Dinero,Dinero,3z5YkiI5lVLLKBSU6O35s1,"['Aymoune', 'Lacrim']","['5kTpknvuLAAcyJyBqPNFq9', '7DUTsWY3RBd64vh8UtgtYA']",1,1,True,0.764,0.8079999999999999,4,-4.94,0,0.3229999999999999,0.11,0.0,0.545,0.657,99.932,178707,2019,2019-07-17
1042887,6hyat9yt3N0yozRycsSG8Q,Honest I Do,Spirit in the Dark,1s3FSienS5KcpWckmq4NHO,['Aretha Franklin'],['7nwUJBm0HE4ZxD3f5cy5ok'],5,1,False,0.565,0.476,9,-12.354,1,0.0503,0.595,0.000179,0.0659,0.77,119.891,199200,1970,1970-08-24
308766,35EgF6yRwJUyrjigiCHB4k,Poinciana,A Perfect Evening,29OtcpL7P6IIVDRcD6Ol17,['The Lucky Strikes'],['0kZKKhAXEKjfOOMJTiWwyC'],5,1,False,0.603,0.546,5,-7.551,1,0.0286,0.863,0.66,0.0898,0.507,126.854,333600,2001,2001-07-30
616247,1AfwnA7V2Taxa6WiUQz54Y,Peace March,Life Short Call Now,6M5sFV8fhArn5kHJIRd2bV,['Bruce Cockburn'],['4sh4MHP7lhrSUakxwZzwqz'],5,1,False,0.612,0.364,9,-16.737000000000002,1,0.0339,0.6759999999999999,0.841,0.114,0.691,109.099,213307,2006,2006-07-11
443387,7bb1dsjkrwQ2Wbiji3xmhC,Rockin' Into the Night,Ultimate Survivor,5mDgJdfSgdRGA0ab6Xp6H0,['Survivor'],['26bcq2nyj5GB7uRr558iQg'],18,1,False,0.519,0.885,0,-9.038,1,0.0549,0.0134,2.56e-05,0.108,0.728,131.768,229667,2004,2004-07-12
33692,2ZK5m5jVkjlXWMZTITzfWX,Could You (Extended Version),Could You,2jYF8aeQF6jfgK7uVNc469,"['Maarja', 'Steve Brooklyn']","['4kPbFLAu3J3rH67cilUcXg', '6ydjpCvHsNiZRmHXndEeGa']",3,1,False,0.624,0.887,9,-5.563,1,0.111,0.00293,0.0126,0.0687,0.594,102.001,462547,2006,2006
1142660,2bS1DVH8kVK55lyYc0VR6H,There Is No Heart That Won't Heal,Naked Without You,0aYOHeAaCd5WEfXLSZnFLn,['Taylor Dayne'],['32lVGr0fSRGT6okLKHiP68'],10,1,False,0.552,0.433,9,-8.113999999999999,1,0.0264,0.178,0.0,0.0866,0.249,96.841,317840,1994,1994-01-15
574840,0zOoBbsRWiUbbfH22bYAja,If I Die Tonight,Ride Wit Me,4X6ZY6geJxSNcg4daC5rZe,['Scrooge'],['2kXLMOzLGIsJunZCUFwKh7'],13,1,False,0.78,0.342,8,-13.645,0,0.0963,0.302,2e-06,0.127,0.722,77.00399999999998,316120,2007,2007-05-24
480606,11B5MKfsbhv7kaBCdN0q7W,Question:,This is Jonna Lee,5s9XfsFyKT6YxfIxfhBnZY,['Jonna Lee'],['4tJrkMOUt2TbjTKGo7ZhC9'],10,1,False,0.369,0.0942,4,-16.044,0,0.0502,0.925,1.66e-05,0.113,0.261,164.921,194267,2010,2010-03-10
975896,7eOwtcy747jUE8LKEEKTvu,Time or Money,Koncrete Vol. 1,3ZpfQDwafNdaEUnbWVHIlM,['Akon'],['0z4gvV4rjIZ9wHck67ucSV'],1,1,True,0.752,0.843,4,-6.002999999999999,1,0.123,0.198,0.0,0.1889999999999999,0.6859999999999999,123.985,286302,2013,2013-12-17
519787,4g9MgKR6Rv0BFJo7xrm9Yr,Don't Burn Baby,Dance To The Music,2j9rvROPPJGn3xaRztD1rX,['Sly & The Family Stone'],['5m8H6zSadhu1j9Yi04VLqD'],8,1,False,0.501,0.654,10,-10.826,1,0.0416,0.0124,0.000173,0.426,0.907,91.661,193267,1968,1968-04-27
302836,61ZMzcXVGEqjJWjBLpsILA,Our Conic Cat,Limeade Grin,6eK1xzNgbINCUminWpWNVq,['Disasterpeace'],['7rSMEcqv4Ez0OLgJKDjrvq'],4,1,False,0.725,0.546,6,-9.629,1,0.035,0.0943,0.975,0.178,0.634,120.049,52587,2007,2007
1129849,5YrhQYGzeN5ELXtF1fSO8U,Lied,In the Key of G,1PTcx4uRyikZU6T40xp7lG,['8'],['1ogvvaZIpqNuesLZJdMfYn'],3,1,False,0.636,0.951,8,-5.525,1,0.0293,0.000565,0.888,0.092,0.0355,128.993,279070,2020,2020-08-28
764271,1tKiHiw5x15FumKUBxfdvm,"The Sunleth Waterscape (From ""Final Fantasy XIII"") [Feat. PyjamaPantsMusic]",Mog's Mixtape: Final Fantasy Remixed,2ytIbjpCPhFJTuyEyU4QuO,"['PyjamaPantsMusic', 'insaneintherainmusic', 'GameLark']","['7FhHVUmhmhGuZc4vyIbzJE', '62GoYifV4njTdvS8lD2yYT', '6urWuo3uzmFAfkywqEJuoq']",16,1,False,0.4379999999999999,0.499,7,-6.11,1,0.0311,0.65,0.00697,0.0969999999999999,0.242,126.079,287637,2016,2016-10-07
756644,4Qzcy6jU0yeck7IuCqGWSi,The Highway Is Like A Woman,Frostbite,7C64occ2ChtDhSH5Wsj8mV,['Albert Collins'],['1uFixbBAduJkFAeRKznkvW'],4,1,False,0.7509999999999999,0.341,2,-19.235,0,0.0361,0.419,0.11,0.105,0.7709999999999999,98.545,302600,1980,1980
975,2Lp3DDn8KZWIQwLYIrz4Gf,34 to 96,Stories I Could Tell,1Mytu2tdpoq6DFuyXV3W91,['Rebecca Hickman'],['61mdsDF6R351gSREUE4Esy'],2,1,False,0.46,0.184,0,-23.67,1,0.0353,0.741,0.0030399999999999,0.12,0.413,165.959,222053,2010,2010-01-22
1056329,0W8wVy4HLGPWhOXWDfNJGr,Broken Cries,"David Liptak: Broken Cries, Ancient Songs, Forlane & Serenade",5QfLOWXRYSowvl1mm4vU8y,"['David Liptak', 'Tarab Cello Ensemble']","['7s9E0LknzJ5lsT6OFHPX11', '6g2jeSBaRQApbjXAKL9SpR']",1,1,False,0.171,0.246,7,-17.172,1,0.0459,0.98,0.632,0.0823,0.0357,80.673,626053,2008,2008-01-01
77973,5g6UsWPUKxSGwCsA5YtyTw,After All This Time,The Essential Rodney Crowell,6lNE5l1ha3wrdwsJSP4xlH,['Rodney Crowell'],['4QIJ2i8I6urte2scKgkVoY'],6,1,False,0.515,0.305,4,-10.507,1,0.0279,0.642,0.000234,0.115,0.179,144.08,266933,2004,2004-11-16
578712,4gxdQ8Tf0FpkTdDu3ucg3p,All My Problems (Mono) - Remastered,You Baby (Deluxe Version),3XkUsm5kXaVJRjmbUYC2mw,['The Turtles'],['2VIoWte1HPDbZ2WqHd2La7'],11,1,False,0.47,0.488,2,-8.275,0,0.0255,0.142,0.00456,0.2319999999999999,0.341,107.705,195685,1966,1966-08-19
628617,6WqHosQqHgnL8s8Bq4GWkY,Killen Em (feat. Ras Kass),King Cool Nutz,38GFbC4aTYlTNwbcBJ5ikB,"['Cool Nutz', 'Ras Kass']","['4G1l1rhyOuN8wfAYfZWcOh', '0OiS4KHxViIFnJooFTXl7V']",10,1,True,0.8140000000000001,0.623,6,-4.456,0,0.359,0.39,0.0,0.0639,0.8540000000000001,86.956,242720,2007,2007-12-04
112436,34FfKA6jsijXxGe7UGNiKW,Go Away,Go Away,6TncOqiksQLn9z4jV6YBXY,['Niblick Henbane'],['2rvYQlr9m9ppO0PRLaw45O'],3,1,False,0.377,0.952,2,-4.68,1,0.0511,0.00011,1.6800000000000002e-05,0.547,0.363,137.562,247507,2000,2000
361349,77qDK4yCTkf64TDgxLPSEC,Child in a Seacave (Live),The Rocket Sessions,4I7JFhpdxCgcKWJqJJmGaD,['Bitter Ruin'],['6q5M5a5hW48QjbDc0xuTtU'],4,1,True,0.449,0.198,1,-9.469,1,0.0482,0.8240000000000001,2.89e-05,0.0915,0.0797,94.113,348643,2012,2012-11-23
986720,6WxddvAwORRpMuaUpUEF5S,Writing On The Wall,"Live At B.b. Kings, Hollywood",3SYg48Dl8mMGUu6ZGapQRS,['Rocky Zharp'],['24uPYLzCDwiLB0ehWIJkGX'],8,1,False,0.449,0.54,7,-8.248,1,0.125,0.77,5.18e-05,0.2319999999999999,0.665,65.009,152027,2004,2004-11-18
101852,3fFIfoUOq0I1f2nr5Nre92,"String Quartet No. 1 in E Minor, ""From my life"": Allegro vivo (Sneakers)",Classics at the Movies: Thrillers,6wlU3zvlCSx9hSdXiq2DgY,"['Bedřich Smetana', 'Moyzes Quartet']","['25Eab1kIY1gh0Yo1oV04G4', '66ZaOsKD5jg2EtxPvitawI']",5,1,False,0.204,0.0538,4,-21.341,0,0.0416,0.963,0.643,0.126,0.0777,78.581,477333,2000,2000-03-13
851096,2nla22jVOYmBeXCz0DK8sN,Smilin',Gangsta's Paradise,0fYctMs4EvoEqzDh8Kmg5g,['Coolio'],['3y24n3XhZ96wgwRXjvS17T'],7,1,False,0.7909999999999999,0.55,1,-9.081,1,0.0753,0.00306,0.000125,0.351,0.298,94.485,250093,1995,1995-11-07
110240,5GQdCLs0xsTc3Wz7YVqjwB,The Tie That Binds,Abuse by Proxy,19Om0Mx61Tgr1pPSWOAgHQ,"['Stray', 'Unter Null']","['2WIEmHPiloMbQGp7JwVQ9e', '3K9Q2qc3zuzHnSPzlvvRbf']",2,1,False,0.588,0.831,8,-7.077999999999999,0,0.0326,0.0069999999999999,0.297,0.096,0.228,114.992,271253,2008,2008-05-02
1032951,4jLYW80WAudVZDZWXpZOhk,"Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": II. Abwesenheit. Andante espressivo","Beethoven: Complete Piano Sonatas, Vol. 7",28ft7wKywGciLY4sgdmubt,"['Ludwig van Beethoven', 'Konstantin Scherbakov']","['2wOqMjp9TyABvtHdOSOTUS', '6f4LXqcGifD364sFBKFfoN']",10,1,False,0.411,0.00401,7,-33.043,1,0.0415,0.99,0.919,0.0908,0.0871,133.683,230520,2020,2020-07-03
909478,7IKYnpwTZG6geyoTvhwuTV,Iced Earth - Live at Metal Camp Slovenia 2008,Festivals of the Wicked (Live),1CaPGxVyipL9vebxdpB5bO,['Iced Earth'],['3KEixcRfBS5K3E91Vn1Kdy'],12,1,False,0.357,0.972,6,-4.658,1,0.237,0.0283,0.0808,0.974,0.231,105.735,359333,2012,2012-07-13
309351,7k5JsQyexy0emubICKy4vT,October,Gospel Flat,25BJHcIfJR4qbTfUIkL3Ah,['This Old Earthquake'],['6QRHdlmdbvzRUbGtxMCXhH'],8,1,False,0.4479999999999999,0.146,2,-19.225,1,0.04,0.925,0.8809999999999999,0.0979,0.124,112.297,196773,2012,2012-07-18
1040749,6s0jr0QK2Ui8lUQe0BLhL5,Today's the Day,Hideaway,2DJKC4T80D8RqCNNqh8yHh,['America'],['35U9lQaRWSQISxQAB94Meo'],10,1,False,0.639,0.426,4,-14.005,1,0.0324,0.472,0.0,0.0711,0.532,96.977,195973,1976,1976
602508,5RWo1HP7AJKCNS3djwJvmn,Amor Sin Esperanza,Lo Mejor de Julio Jaramillo,0u8z19UklaxwIExc8mkTf5,['Julio Jaramillo'],['6HqPNOo6OV9rPbEY7MP9T8'],4,3,False,0.911,0.286,4,-12.357,1,0.0925,0.7440000000000001,0.0,0.107,0.677,99.843,165867,2009,2009-11-01
132319,6PxpZMg2D1l4aVHUfZHc0X,Dogs Of The Fight,Animality,0Uaxt94LnjikqZODhTlNwt,['Tooth'],['0MfProvxuWC5wxZNArmEYk'],3,1,False,0.3229999999999999,0.979,11,-3.88,0,0.1009999999999999,0.0011,0.8759999999999999,0.207,0.336,98.799,240333,2007,2007-11-07
389797,4s9nw7dHJVneR4kclQtvOj,Niemand liebt dich so wie ich,Die Legende vom heißen Sommer,2ednzYFb1FVrGqSSYMk6xQ,['Ensemble vom Boulevardtheater Dresden'],['5AXh4jjVtotY8HGrhe2VYS'],5,1,False,0.3939999999999999,0.365,8,-9.631,1,0.0275,0.271,0.0,0.259,0.134,139.987,163507,2019,2019-05-10
380747,4ZAPBNvsCD1TpkreQzzUQ9,Não Se Ganha Se Não Quiser,Os Originais Do Samba,72ITnY3eflQkRLbLYkRkaZ,['Os Originais Do Samba'],['4gKqxjR0MkEKjqvO3Ctvpg'],10,1,False,0.565,0.613,0,-11.122,0,0.0338,0.578,0.0,0.111,0.951,92.166,174093,1969,1969-10-01
291943,5cwUk4ujLOHehXcF8Cd0OL,Hummingbird,Hummingbird,3JwZJf3XAxw4j0kBS8L7HX,['Jeremiah McLane & Ruthie Dornfeld'],['6NuQ9amlFalDDqqWC6UVeo'],1,1,False,0.335,0.363,9,-7.319,0,0.0338,0.897,0.591,0.0696,0.3979999999999999,116.409,301040,2002,2002-12-15
380588,6tCp9CzQ92XJxmN6WAsJsF,Waking Up Beside You,Darkest Days,2zbX9auxAGYaWoMEvB2uAg,['Stabbing Westward'],['5daXMUbrPh8oX9Nd4CnToG'],16,1,True,0.3279999999999999,0.857,7,-6.026,1,0.0394,0.000569,0.15,0.141,0.236,172.106,393333,1998,1998-03-31
350864,2VI079KXktW5wfT7PGhXET,Morning,Our Modern Lifestyle,7FnJIoA69FO4RX0Y4rEreT,"['The Young Lizards', 'Chris Fagan', 'Ty Bailie', 'Dave Peterson', 'Greg Williamson']","['2kaWjz9uK4Nz6cyz0v93kb', '5D8CqBruqeYMw4wpke1kvk', '7uZeFYZMGgLIaTl0XlleEb', '2mElDTp90m3U2gFFKIQnFg', '4MCUYDqgIkY5Hiq5PZpVTr']",7,1,False,0.626,0.523,10,-8.283,0,0.0344,0.354,0.4539999999999999,0.102,0.759,122.845,606267,2011,2011-08-18
957218,7vcXK4H7HZ0HVOuSWXmmu1,In My Mind,In My Mind,0CUP30M5ta6szALRK4dS8A,['Jabez Z'],['0ljRS9tEvZ34gk1aHaekIM'],1,1,False,0.721,0.593,2,-10.855,1,0.2339999999999999,0.55,0.0,0.297,0.347,140.067,221542,2019,2019-12-21
970729,6k6Ewn5SkqKvHtfIZegWbH,Kix Are For Kids,80's Hard Rock,2Ed1kwSIc4foowMkHxfHBj,['Kix'],['45KpBChrKYWhTlU6N57ofu'],12,1,False,0.318,0.715,1,-12.9,1,0.0619,7.57e-05,0.6829999999999999,0.22,0.527,189.564,256200,2017,2017-02-13
709650,3lAmmJ6X3ggJ3GhldYm6eT,Brazil,"16 Most Requested Songs Of The 1940'S, Volume II",3t3evXjHQUey17Rz6PeJDe,"['Ary Barroso', 'Xavier Cugat & His Orchestra']","['5hyojPlWFuUbkzy2bOgmcJ', '21ITs4QPuaOJIBhzvyLbnA']",3,1,False,0.4529999999999999,0.31,10,-15.352,1,0.0383,0.947,0.826,0.1669999999999999,0.563,121.621,165493,1989,1989-08-08
1049679,2EAAppsLizTOYgETAE0947,Mr. Grace - Intro,The Allegory,2P4JUAM3zRS3V07tpX55CU,"['Royce Da 5\'9""']",['6DVipHzYsPlIoA0DW8Gmns'],1,1,True,0.555,0.586,2,-10.39,0,0.391,0.15,0.0,0.754,0.736,110.824,247441,2020,2020-02-21
394388,7vhVjGPw4MCSP2nrsbmQgB,Weight of Love,Langsom Dans,6VNOPD0FUCfNn9tGrXJGnw,['Gliss'],['5GrFvOkvSbFTHkhdP9WVE1'],4,1,False,0.3779999999999999,0.6890000000000001,7,-6.928999999999999,0,0.034,3.43e-05,2.410000000000001e-05,0.291,0.17,77.995,241733,2013,2013-01-22
802650,5yGvYYJaqrXxCGwMnuZpBK,Smooth Up In Ya,80's Hard Rock Anthems,2rrUjJZkm5IPQmJeyDqY6K,['Bulletboys'],['4E35ibCNOAXiBdd4OMnlrk'],7,1,False,0.424,0.742,7,-6.725,1,0.0333,0.0062299999999999,0.00962,0.209,0.375,88.76299999999998,265960,2017,2017-02-13
545226,35UkxfOaaJ8AKXft9x06G6,"Symphony in B-Flat Major, Op. 9, No. 3, W. C19: III. Allegro di molto","Bach, J.C.: Symphonies (Complete), Vol. 4 - Symphonies, Op. 9 (Op. 21)",44lZ7pUcmKHyFMuSP9crXX,"['Johann Christian Bach', 'Hanover Band', 'Anthony Halstead']","['0ebni9QrrWMvEgH40nOWZQ', '1ELhyIXfx2DUcYtZlmzwJ4', '2SSWdLQmVLFOZ2tTm2PqHS']",9,1,False,0.472,0.275,10,-19.873,1,0.0721,0.965,0.746,0.102,0.178,149.282,66493,1998,1998-01-01
615349,2rv3nCVXBKBfphR039XX1p,La Cucaracha Macabra,La Gran Coleccion Del 60 Aniversario CBS - Tin Tan Y Su Carnal Marcelo,4eD8pVVTJV04cNw7Nwo2v1,['TIN TAN Y MARCELO'],['329jSyGubpAb5CEw6IE0Ix'],15,2,False,0.6859999999999999,0.436,0,-8.072000000000001,1,0.0565,0.92,0.0013599999999999,0.0811,0.665,99.166,148507,2007,2007-03-21
1036793,47ZPSUV2jIlvGcgnJh59jX,Loco Motion,All Aboard the Rock and Roll Train,6Un9PdVOKYgyKeFCGFqO69,['Mr. Billy'],['4fxFKfbEJw27Xe0hvrm3oO'],3,1,False,0.799,0.617,5,-10.109,1,0.0445,0.352,0.0,0.21,0.906,129.938,153440,2012,2012-02-23
753948,1JLT4srkhQdBShutEgRHmO,Shadowman,Shadowman,2TPeDCb04ielybQ7E2N9LV,['Steve Walsh'],['4dsZ39liEpqrrqNLzkkCmi'],2,1,False,0.5,0.795,2,-7.237999999999999,1,0.0374,0.0105,2.51e-05,0.106,0.735,170.108,405320,2001,2001-01-01
267974,2i2bOLZ5uIM1BZDXRenltu,"Violin Sonata No. 28 in E-Flat Major, K. 380: II. Andante con moto","Mozart: Violin Sonatas, K. 301, K. 378, K. 380 and K. 526",1SHy1GBIcYpAjEnuMRVZ7J,"['Wolfgang Amadeus Mozart', 'Ani Kavafian', 'Jorge Federico Osorio']","['4NJhFmfw43RLBLjQvxDuRS', '57WDs6FYvI03RhSUlkq4e0', '1Tt4CRnh4VCWn6UymYP057']",7,1,False,0.341,0.0776,10,-18.346,1,0.0405,0.991,0.511,0.182,0.153,102.618,417600,2006,2006-01-01
220595,2AwX4011pe4vHMkQSDXHCq,Analog Highland Inferno (The Komplete),Våld de Luxe,0UA1His6nWy81VLf0ifa1h,['Negru Voda'],['5fvaGrpG7U6g7GaSBO2SJf'],9,2,False,0.324,0.7070000000000001,10,-5.218,0,0.0764,9.12e-06,0.469,0.263,0.174,114.18,910360,2011,2011-03-23
685188,4RyJn7K8Xd4WnqrE1QX5sD,"Trois nouvelles ètude No. 1, Opus posthumous in F Minor","Rubinstein Collection, Vol. 26: Chopin: 19 Nocturnes; 4 Scherzos; 3 Etudes, Op. posth., Fantaisie-Impromptu",4e8rSLSd7uBO2gtGbY6hFK,"['Frédéric Chopin', 'Arthur Rubinstein']","['7y97mc3bZRFXzT2szRM4L4', '5N1GUHhFMRFFgMTjSOJDb9']",10,2,False,0.283,0.105,1,-26.532,1,0.0403,0.989,0.924,0.1009999999999999,0.38,118.61,119173,1999,1999-10-12
75185,3hfwAs0g28iZDFFSJoWifP,Yesterdays Company,Twin Town High: 2008-2009,2iAziB30hUSy9I9w68ytc5,['Lookbook'],['0zraEvCuuUEvK0YlecJzW3'],8,1,False,0.524,0.843,4,-8.156,1,0.0408,0.0334,0.0116,0.308,0.536,145.778,240653,2008,2008-10-28
589582,4Ls720fB9WBJR9hMWs9jKH,The 'Other' Other Tiffany (Raw Version),Danceland,1XQMXg8ckiybUmlB7QnUua,['Die Mannequin'],['4dsQdwx28xN2CRQn39V66C'],8,1,False,0.341,0.979,5,-3.894,0,0.0734,0.00395,5.76e-06,0.0762,0.223,148.069,220440,2012,2012-06-12
806174,7m56Xb1fztm4fHQLLP3LXx,Branding,Barbino il Menestrello Apocalittico,4tK4IXUUD4ebXcbyr01jyq,['Barbino il Menestrello Apocalittico'],['3tuToUQuBt4RBFNiBUNbLb'],10,1,False,0.654,0.382,5,-11.447,1,0.4539999999999999,0.91,0.0,0.176,0.807,102.906,71480,2018,2018-07-18
1185509,5T5ZkcZU1fdYboeCP7m2py,Pictures at an Exhibition: I. Gnomus,Mussorgsky: Pictures at an Exhibition & Other Piano Works,6sAb310HCOpJv9oyDdIza7,"['Modest Mussorgsky', 'François Dumont']","['284mnx33IWcymQEpMxyfHl', '63Ir1vCuSeCFM37HS1sdph']",2,1,False,0.616,0.024,11,-19.986,1,0.1689999999999999,0.979,0.8640000000000001,0.108,0.37,112.77,164380,2019,2019-01-18
662687,3M2IMwiJhktehDpCqCwQ3K,Music to Plan Towns By - II,Music to Plan Towns By - EP,2fIfmofIMhB1p9ddIErsCD,['Neil March'],['6Zy04JyVdBtT4yKCiOBZwd'],2,1,False,0.445,0.181,0,-11.319,1,0.0287,0.821,0.816,0.284,0.114,90.023,255048,2017,2017-06-05
295945,57FnIEsUVqZ30dnP7jhFq7,"String Quartet No. 8 in E Minor, Op. 59 No. 2 ""Razumovsky"": I. Allegro","Beethoven, L. Van: String Quartets (Complete)",7aqNcvCPHxh9qWXfezSYUx,"['Ludwig van Beethoven', 'Borodin Quartet']","['2wOqMjp9TyABvtHdOSOTUS', '1PsknnitlKhm7SOszdGWB1']",1,5,False,0.241,0.0841,9,-20.121,0,0.0531,0.963,0.431,0.147,0.0825,86.22200000000002,957840,2009,2009-10-27
586246,4HbA5Ii4svuMucCUkyxhPu,The Heist,That [Girl] EP,1Csi2mH7cOjA9ebd6LKpMV,['Jungli'],['2OaZCaLOt9F95orVT0EIlO'],4,1,False,0.547,0.8590000000000001,2,-6.345,1,0.057,0.00427,0.0,0.161,0.488,134.909,252187,2007,2007-10-09
454193,73rmM7xn6SPLDKishqoyhR,Guitars vs. Humans,Fifty Reasons to Explode,0IHVv7UJygShuZGpr1eHMF,['Schatzi'],['6svM8PsKd3xuafpx04Uf5L'],13,1,False,0.2769999999999999,0.862,0,-5.1080000000000005,1,0.0591,0.00464,3.46e-06,0.301,0.102,170.26,99880,2002,2002-03-19
124,4RIyExqhnXEe3dHUNMGbwT,The Arrivals Gate,To The Teeth,2gH0pLuQAJm9eWxIM87lSy,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],11,1,False,0.653,0.7340000000000001,2,-10.374,1,0.0361,0.0422,0.00061,0.0472,0.114,123.611,275067,1999,1999-11-16
945572,4Qo4NmPYSyxCgtOhvv1bGX,Long Tail Black Cat,Broken Halo,0Dpk0b9BcgKUFaYYSgVh3S,"['Tim ""Too Slim"" Langford']",['2kx2O6JbEPkAS2bfaVXswy'],10,1,False,0.584,0.375,11,-8.613999999999999,1,0.0691,0.989,0.00273,0.115,0.331,92.756,220507,2012,2012-06-19
1021529,59CLqRxokzBh4Qaw4Z2dl1,Intro,From the B.X to Baghdad Mixed Tape,6wFhas5gR7ufZKinTmOt5q,"['JB Gudda', 'Dj Swift']","['0DkuoguvUwqvGl3s3RsB2V', '4pkUwSSz46oiGArrTl5D1w']",1,1,True,0.248,0.4639999999999999,10,-12.447,0,0.0327,0.89,3.03e-06,0.147,0.307,95.559,43468,2019,2019-02-26
988216,0OLGwnmpgwmCk7AqQgfEYA,In Time,Lucky Box,3RA3S8o2dd17vOHUI4C2cD,['The Woolen Men'],['2Fg87sfcYYeWDLdoXWZyNG'],10,1,False,0.362,0.841,0,-5.6610000000000005,1,0.0366,0.0172,0.95,0.276,0.918,77.736,181129,2017,2017-08-31
46970,40rWYHjkAyzpWkRsYXBAMW,Disposable Heroes,The Bridge School Concerts 25th Anniversary Edition,48uNfLqdw5qyxMFZy41WlK,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],17,1,False,0.439,0.914,5,-5.384,0,0.0377,0.0249,0.000595,0.966,0.643,186.625,397080,2011,2011-10-21
1064646,0WkcOmiL4eaRJty5pHHSgh,Felon,Diary of a Lost Child,6YvD1x3ek7f4w4TsXbPxfc,['Quando Rondo'],['4IprNlQiJZUUJhDl0fL2SL'],16,1,True,0.777,0.644,0,-7.877999999999999,0,0.244,0.151,0.0,0.105,0.54,79.969,125000,2020,2020-08-26
967483,4pOQkKu162KcC5YcOPhrDh,Cap'n Trade the Pirate,Spirit of '76,6EvtoyEfF1quEoTYLgB6Rw,['Ray Stevens'],['7MpUvihmfilIxyN20kXwQj'],4,1,False,0.635,0.6729999999999999,7,-6.0429999999999975,1,0.0465,0.593,0.0,0.326,0.738,94.035,176840,2011,2011-04-01
645476,1d04bIn4kjCLIsnKfYzWNm,Displaced,"Forma Nueva with John Patitucci, Bill Stewart, ""El Negro"" Hndz",1Z2e2ciPhjZPU1YZFn2Y0V,['Manuel Valera'],['76RyqtLsvbJFynRIu9dXJ8'],4,1,False,0.406,0.381,8,-18.72,1,0.0371,0.353,0.6679999999999999,0.103,0.434,145.257,436027,2004,2004-01-01
95095,7e4zqwtreIPtfUJwTsmMnK,Symphony No. 5: IV. Largo,Pavlova: Symphony No. 5 / Elegy,5TkPfsoWtTHaeOWTnYym4V,['Vladimir Ziva'],['4cPlVmXxsI75mOwWVpwmUB'],4,1,False,0.106,0.124,4,-23.22300000000001,0,0.0403,0.894,0.862,0.094,0.0344,89.431,595320,2007,2007-04-24
1052163,4GmiMMgO3S6MWJz7GpfmdF,A Better Place,A Time to Move On,4SlUmLp0k1bHQPAUAQUtPH,['Cabela and Schmitt'],['2H54cElVw72XtIIXnlcja1'],9,1,False,0.442,0.416,7,-9.172,1,0.032,0.545,0.0,0.5579999999999999,0.241,118.541,348000,2016,2016-10-01
938213,1mHKBldFLlMyaiRvuHyl0q,Walk Right Up To The Sun - Digitally Remastered 1997,La-La Means I Love You,661re5NCCdkxHaCG3xv8k5,['The Delfonics'],['6YPRXu1dazGYcSZv4HJEH4'],15,1,False,0.4270000000000001,0.429,2,-9.726,0,0.0255,0.596,0.0,0.142,0.598,143.862,181600,1997,1997-08-25
